Trimestre;Sentido transacción;Ramas actividad;Código (armonización según CNAE y CNPA);Evolución trimestral del volumen de negocio (€)
2019T2;Dentro de España;Perfumería, cosméticos y artículos de tocador;4775;43003221,39
2019T2;Dentro de España;Pompas fúnebres;9603;344641,13
2019T2;Dentro de España;Prendas de vestir;4771;172575837,72
2019T2;Dentro de España;Productos de tabaco;4726;352305,58
2019T2;Dentro de España;Productos farmacéuticos;4646 + 4773;51575746,53
2019T2;Dentro de España;Productos químicos;4675;0
2019T2;Dentro de España;Publicidad;7311;82219312,73
2019T2;Dentro de España;Relojería, joyería y platería;4648+ 4777;7111271,42
2019T2;Dentro de España;Reparación de aparatos domésticos eléctricos;9521;0
2019T2;Dentro de España;Reparación de calzado y otros artículos de cuero;9523;107251,63
2019T2;Dentro de España;Repuestos y accesorios de vehículos de motor;4532;24634559,89
2019T2;Dentro de España;Restaurantes;5610;73992875,58
2019T2;Dentro de España;Seguros y planes de pensiones;6512;91187326,91
2019T2;Dentro de España;Selección y colocación de personal;7810;0
2019T2;Dentro de España;Semillas, flores, plantas y animales de compañía;4776;23129978,91
2019T2;Dentro de España;Servicios auxiliares a la intermediación financiera;6610;17800719,53
2019T2;Dentro de España;Servicios de  jardinería;8130;0
2019T2;Dentro de España;Servicios de fotografía y reprografía;7420+ 8219;0
2019T2;Dentro de España;Servicios de investigación;8030;0
2019T2;Dentro de España;Servicios de limpieza;8121;0
2019T2;Dentro de España;Servicios informáticos;6209;0
2019T2;Dentro de España;Servicios inmobiliarios;6820;8339198,46
2019T2;Dentro de España;Servicios postales y paquetería;5310;197520,23
2019T2;Dentro de España;Servicios sanitarios;86;6370852,79
2019T2;Dentro de España;Servicios sociales;88;0
2019T2;Dentro de España;Servicios veterinarios;75;0
2019T2;Dentro de España;Suscripción canales tv;6020;47201248,98
2019T2;Dentro de España;Transporte aéreo;5110;228564813,75
2019T2;Dentro de España;Transporte marítimo;5010;24678944,06
2019T2;Dentro de España;Transporte terrestre de mercancias;4941;2596839,02
2019T2;Dentro de España;Transporte terrestre de viajeros;4931 +4933 + 4939;255778166,75
2019T2;Dentro de España;Vehículos de motor;4511;0
2019T2;Dentro de España;Ventas genéricas por internet;4791;56088632,52
2019T2;Desde el exterior con España;Actividades anexas al transporte;5221 + 5223;1878050,25
2019T2;Desde el exterior con España;Actividades cinematográficas y de vídeo;5917 + 7722;62731491,76
2019T2;Desde el exterior con España;Actividades deportivas y recreativas;93;3881666,97
2019T2;Desde el exterior con España;Administración pública, impuestos y seg. Social;8411;15528355,47
2019T2;Desde el exterior con España;Agencias de viajes y operadores turísticos;7911 + 7912;1237990286,5
2019T2;Desde el exterior con España;Alquiler de aeronaves;7735;1080
2019T2;Desde el exterior con España;Alquiler de automóviles;7711;74084913,95
2019T2;Desde el exterior con España;Alquiler de efectos personales y enseres domésticos;7729;0
2019T2;Desde el exterior con España;Alquiler de medios de navegación;7734;3613282,3
2019T2;Desde el exterior con España;Arquitectura e ingeniería;7111;401686,38
2019T2;Desde el exterior con España;Artículos de regalo;4778;9823185,09
2019T2;Desde el exterior con España;Artículos médicos y ortopédicos;4774;0
2019T2;Desde el exterior con España;Asociacionismo y beneficencia;94;274271,95
2019T2;Desde el exterior con España;Bebidas;4725;26971,06
2019T2;Desde el exterior con España;Bibliotecas, museos y patrimonio cultural;91;6459132,82
2019T2;Desde el exterior con España;Bienes de segunda mano;4779;0
2019T2;Desde el exterior con España;Calzado y artículos de cuero;4772;8057029,98
2019T2;Desde el exterior con España;Carburantes para automoción;4730;3232387,15
2019T2;Desde el exterior con España;Componentes y equipos electrónicos;4652;0
2019T2;Desde el exterior con España;Construcción de inmuebles y obras de ingeniería civil;41;0
2019T2;Desde el exterior con España;Descargas de aplicaciones y contenidos y otros servicios de gestión;6312 + 6920;0
2019T2;Desde el exterior con España;Discos, libros, periódicos y papelería;4761 + 4763;4354708,03
2019T2;Desde el exterior con España;Educación;85;48280045,13
2019T2;Desde el exterior con España;Electrodomésticos,  imagen y sonido;4743+4754;13272243,34
2019T2;Desde el exterior con España;Energía eléctrica, gas, vapor y aire acondicionado;35;3069627,05
2019T2;Desde el exterior con España;Ensayos y análisis técnicos;7120;0
2019T2;Desde el exterior con España;Equipos de telecomunicaciones y recargas telefónicas;61 + 4742;5491287,01
2019T2;Desde el exterior con España;Equipos y mobiliario de oficina;4665+4666;0
2019T2;Desde el exterior con España;Espectáculos artísticos, deportivos y recreativos;90 + 7990;5125911,67
2019T2;Desde el exterior con España;Ferretería, pinturas y vidrio;4674 + 4752;9697848,54
2019T2;Desde el exterior con España;Floristerías;4622;0
2019T2;Desde el exterior con España;Galerías de arte comerciales;470069;9779360,04
2019T2;Desde el exterior con España;Grandes almacenes;4719;3921784,15
2019T2;Desde el exterior con España;Hipermercados, supermercados y tiendas de alimentación;4711;11527024,34
2019T2;Desde el exterior con España;Hoteles  y alojamientos similares;5510;204678957,2
2019T2;Desde el exterior con España;Instalaciones de edificios y obras;43;0
2019T2;Desde el exterior con España;Intermediación financiera;6419 + 6619;2544258,36
2019T2;Desde el exterior con España;Intermediarios de comercio;4617;0
2019T2;Desde el exterior con España;Juegos de azar y apuestas;92;30268681,76
2019T2;Desde el exterior con España;Juguetes y artículos de deporte;4764 + 4765;15301570,06
2019T2;Desde el exterior con España;Lavanderías y tintorerías;9601;7382,33
2019T2;Desde el exterior con España;Madera, materiales de construcción y aparatos sanitarios;4673;0
2019T2;Desde el exterior con España;Manipulación y depósito de mercancías;5224 + 5210;0
2019T2;Desde el exterior con España;Mantenimiento físico corporal;9604;1017728,38
2019T2;Desde el exterior con España;Mantenimiento y  reparación de vehículos de motor;4520;4766096,68
2019T2;Desde el exterior con España;Marketing directo;4799;53086843,68
2019T2;Desde el exterior con España;Materias primas y productos semielaborados;4676;0
2019T2;Desde el exterior con España;Metales y minerales metálicos;4672;0
2019T2;Desde el exterior con España;Muebles, iluminación y hogar;4753 + 4759;953585,27
2019T2;Desde el exterior con España;Óptica, fotografía y precisión;470083;4039068,04
2019T2;Desde el exterior con España;Ordenadores y programas informáticos;4651 + 4741;8520536,54
2019T2;Desde el exterior con España;Otra reparación;9529;0
2019T2;Desde el exterior con España;Otro comercio especializado en alimentación;4729;0
2019T2;Desde el exterior con España;Otro comercio no especializado;4690;0
2019T2;Desde el exterior con España;Otros;-;248778030,31
2019T2;Desde el exterior con España;Otros artículos de uso doméstico;4649;0
2019T2;Desde el exterior con España;Otros servicios personales;9609;3815787,89
2019T2;Desde el exterior con España;Panadería, confitería y pastelería;4724;7499,96
2019T2;Desde el exterior con España;Parques de atracciones y parques temáticos;9321;5885336,36
2019T2;Desde el exterior con España;Peluquería y tratamientos de belleza;9602;236092,65
2019T2;Desde el exterior con España;Perfumería, cosméticos y artículos de tocador;4775;10540838,69
2019T2;Desde el exterior con España;Pompas fúnebres;9603;17512,7
2019T2;Desde el exterior con España;Prendas de vestir;4771;85282195,34
2019T2;Desde el exterior con España;Productos de tabaco;4726;403327,96
2019T2;Desde el exterior con España;Productos farmacéuticos;4646 + 4773;7337152,28
2019T2;Desde el exterior con España;Productos químicos;4675;0
2019T2;Desde el exterior con España;Publicidad;7311;60404874,41
2019T2;Desde el exterior con España;Relojería, joyería y platería;4648+ 4777;3113620,99
2019T2;Desde el exterior con España;Reparación de aparatos domésticos eléctricos;9521;0
2019T2;Desde el exterior con España;Reparación de calzado y otros artículos de cuero;9523;11137,13
2019T2;Desde el exterior con España;Repuestos y accesorios de vehículos de motor;4532;8776636,83
2019T2;Desde el exterior con España;Restaurantes;5610;10856926,71
2019T2;Desde el exterior con España;Seguros y planes de pensiones;6512;4951405,28
2019T2;Desde el exterior con España;Selección y colocación de personal;7810;0
2019T2;Desde el exterior con España;Semillas, flores, plantas y animales de compañía;4776;4808719,2
2019T2;Desde el exterior con España;Servicios auxiliares a la intermediación financiera;6610;3148170,67
2019T2;Desde el exterior con España;Servicios de  jardinería;8130;0
2019T2;Desde el exterior con España;Servicios de fotografía y reprografía;7420+ 8219;0
2019T2;Desde el exterior con España;Servicios de investigación;8030;0
2019T2;Desde el exterior con España;Servicios de limpieza;8121;0
2019T2;Desde el exterior con España;Servicios informáticos;6209;0
2019T2;Desde el exterior con España;Servicios inmobiliarios;6820;22937637,67
2019T2;Desde el exterior con España;Servicios postales y paquetería;5310;5646,32
2019T2;Desde el exterior con España;Servicios sanitarios;86;3509387,86
2019T2;Desde el exterior con España;Servicios sociales;88;0
2019T2;Desde el exterior con España;Servicios veterinarios;75;2097720,83
2019T2;Desde el exterior con España;Suscripción canales tv;6020;23040050,83
2019T2;Desde el exterior con España;Transporte aéreo;5110;182621435,55
2019T2;Desde el exterior con España;Transporte marítimo;5010;6578348,61
2019T2;Desde el exterior con España;Transporte terrestre de mercancias;4941;1219126,79
2019T2;Desde el exterior con España;Transporte terrestre de viajeros;4931 +4933 + 4939;52789401,12
2019T2;Desde el exterior con España;Vehículos de motor;4511;0
2019T2;Desde el exterior con España;Ventas genéricas por internet;4791;63397,69
2019T2;Desde España con el exterior;Actividades anexas al transporte;5221 + 5223;24999538,7
2019T2;Desde España con el exterior;Actividades cinematográficas y de vídeo;5917 + 7722;27142885,65
2019T2;Desde España con el exterior;Actividades deportivas y recreativas;93;7336232,8
2019T2;Desde España con el exterior;Administración pública, impuestos y seg. Social;8411;35588757,82
2019T2;Desde España con el exterior;Agencias de viajes y operadores turísticos;7911 + 7912;217633864,59
2019T2;Desde España con el exterior;Alquiler de aeronaves;7735;47812,43
2019T2;Desde España con el exterior;Alquiler de automóviles;7711;57104764,2
2019T2;Desde España con el exterior;Alquiler de efectos personales y enseres domésticos;7729;27602,15
2019T2;Desde España con el exterior;Alquiler de medios de navegación;7734;1388581,17
2019T2;Desde España con el exterior;Arquitectura e ingeniería;7111;222193,77
2019T2;Desde España con el exterior;Artículos de regalo;4778;8614192,36
2019T2;Desde España con el exterior;Artículos médicos y ortopédicos;4774;224582,41
2019T2;Desde España con el exterior;Asociacionismo y beneficencia;94;14293119,44
2019T2;Desde España con el exterior;Bebidas;4725;2911276,58
2019T2;Desde España con el exterior;Bibliotecas, museos y patrimonio cultural;91;14891272,58
2019T2;Desde España con el exterior;Bienes de segunda mano;4779;19167764,61
2019T2;Desde España con el exterior;Calzado y artículos de cuero;4772;54560365,74
2019T2;Desde España con el exterior;Carburantes para automoción;4730;1822205,15
2019T2;Desde España con el exterior;Componentes y equipos electrónicos;4652;5140093,23
2019T2;Desde España con el exterior;Construcción de inmuebles y obras de ingeniería civil;41;256449,33
2019T2;Desde España con el exterior;Descargas de aplicaciones y contenidos y otros servicios de gestión;6312 + 6920;106536173,83
2019T2;Desde España con el exterior;Discos, libros, periódicos y papelería;4761 + 4763;102428268,55
2019T2;Desde España con el exterior;Educación;85;40130531,01
2019T2;Desde España con el exterior;Electrodomésticos,  imagen y sonido;4743+4754;28203308,43
2019T2;Desde España con el exterior;Energía eléctrica, gas, vapor y aire acondicionado;35;1433910,64
2019T2;Desde España con el exterior;Ensayos y análisis técnicos;7120;166295,63
2019T2;Desde España con el exterior;Equipos de telecomunicaciones y recargas telefónicas;61 + 4742;59576195,92
2019T2;Desde España con el exterior;Equipos y mobiliario de oficina;4665+4666;1804435,33
2019T2;Desde España con el exterior;Espectáculos artísticos, deportivos y recreativos;90 + 7990;79710501,56
2019T2;Desde España con el exterior;Ferretería, pinturas y vidrio;4674 + 4752;42228774,88
2019T2;Desde España con el exterior;Floristerías;4622;122232,4
2019T2;Desde España con el exterior;Galerías de arte comerciales;470069;27908134,66
2019T2;Desde España con el exterior;Grandes almacenes;4719;149553398,48
2019T2;Desde España con el exterior;Hipermercados, supermercados y tiendas de alimentación;4711;55610669,25
2019T2;Desde España con el exterior;Hoteles  y alojamientos similares;5510;413827398,26
2019T2;Desde España con el exterior;Instalaciones de edificios y obras;43;1266587,35
2019T2;Desde España con el exterior;Intermediación financiera;6419 + 6619;127805615,52
2019T2;Desde España con el exterior;Intermediarios de comercio;4617;9806985,4
2019T2;Desde España con el exterior;Juegos de azar y apuestas;92;307675778,44
2019T2;Desde España con el exterior;Juguetes y artículos de deporte;4764 + 4765;34548129,97
2019T2;Desde España con el exterior;Lavanderías y tintorerías;9601;30750,23
2019T2;Desde España con el exterior;Madera, materiales de construcción y aparatos sanitarios;4673;191149,39
2019T2;Desde España con el exterior;Manipulación y depósito de mercancías;5224 + 5210;93856,69
2019T2;Desde España con el exterior;Mantenimiento físico corporal;9604;1424867,4
2019T2;Desde España con el exterior;Mantenimiento y  reparación de vehículos de motor;4520;2060392,68
2019T2;Desde España con el exterior;Marketing directo;4799;143045224,54
2019T2;Desde España con el exterior;Materias primas y productos semielaborados;4676;1504530,07
2019T2;Desde España con el exterior;Metales y minerales metálicos;4672;22560,99
2019T2;Desde España con el exterior;Muebles, iluminación y hogar;4753 + 4759;17902779,05
2019T2;Desde España con el exterior;Óptica, fotografía y precisión;470083;21168258,76
2019T2;Desde España con el exterior;Ordenadores y programas informáticos;4651 + 4741;84290320,01
2019T2;Desde España con el exterior;Otra reparación;9529;16429133,55
2019T2;Desde España con el exterior;Otro comercio especializado en alimentación;4729;33184,92
2019T2;Desde España con el exterior;Otro comercio no especializado;4690;11372316,98
2019T2;Desde España con el exterior;Otros;-;1351689033,52
2019T2;Desde España con el exterior;Otros artículos de uso doméstico;4649;2293923,08
2019T2;Desde España con el exterior;Otros servicios personales;9609;7202692,31
2019T2;Desde España con el exterior;Panadería, confitería y pastelería;4724;144163,08
2019T2;Desde España con el exterior;Parques de atracciones y parques temáticos;9321;2630587,46
2019T2;Desde España con el exterior;Peluquería y tratamientos de belleza;9602;3184878,53
2019T2;Desde España con el exterior;Perfumería, cosméticos y artículos de tocador;4775;34591567,33
2019T2;Desde España con el exterior;Pompas fúnebres;9603;7124,3
2019T2;Desde España con el exterior;Prendas de vestir;4771;413429930,09
2019T2;Desde España con el exterior;Productos de tabaco;4726;1115724,65
2019T2;Desde España con el exterior;Productos farmacéuticos;4646 + 4773;6744442,05
2019T2;Desde España con el exterior;Productos químicos;4675;6950397,04
2019T2;Desde España con el exterior;Publicidad;7311;35234828,21
2019T2;Desde España con el exterior;Relojería, joyería y platería;4648+ 4777;11818157,83
2019T2;Desde España con el exterior;Reparación de aparatos domésticos eléctricos;9521;1074177,05
2019T2;Desde España con el exterior;Reparación de calzado y otros artículos de cuero;9523;17870,43
2019T2;Desde España con el exterior;Repuestos y accesorios de vehículos de motor;4532;44616114,09
2019T2;Desde España con el exterior;Restaurantes;5610;7078301,93
2019T2;Desde España con el exterior;Seguros y planes de pensiones;6512;8434453,4
2019T2;Desde España con el exterior;Selección y colocación de personal;7810;452854,68
2019T2;Desde España con el exterior;Semillas, flores, plantas y animales de compañía;4776;29331834,09
2019T2;Desde España con el exterior;Servicios auxiliares a la intermediación financiera;6610;150714289,62
2019T2;Desde España con el exterior;Servicios de  jardinería;8130;155637,55
2019T2;Desde España con el exterior;Servicios de fotografía y reprografía;7420+ 8219;5071497,49
2019T2;Desde España con el exterior;Servicios de investigación;8030;41217,58
2019T2;Desde España con el exterior;Servicios de limpieza;8121;188444,31
2019T2;Desde España con el exterior;Servicios informáticos;6209;59783217,1
2019T2;Desde España con el exterior;Servicios inmobiliarios;6820;22849866,09
2019T2;Desde España con el exterior;Servicios postales y paquetería;5310;48549211,42
2019T2;Desde España con el exterior;Servicios sanitarios;86;4140071,27
2019T2;Desde España con el exterior;Servicios sociales;88;1354091,66
2019T2;Desde España con el exterior;Servicios veterinarios;75;985431,18
2019T2;Desde España con el exterior;Suscripción canales tv;6020;179690801,31
2019T2;Desde España con el exterior;Transporte aéreo;5110;649018473,71
2019T2;Desde España con el exterior;Transporte marítimo;5010;15052609,86
2019T2;Desde España con el exterior;Transporte terrestre de mercancias;4941;539977,53
2019T2;Desde España con el exterior;Transporte terrestre de viajeros;4931 +4933 + 4939;92877074,63
2019T2;Desde España con el exterior;Vehículos de motor;4511;4592563,44
2019T2;Desde España con el exterior;Ventas genéricas por internet;4791;55859,65
2019T3;Dentro de España;Actividades anexas al transporte;5221 + 5223;21382491,25
2019T3;Dentro de España;Actividades cinematográficas y de vídeo;5917 + 7722;5005031,55
2019T3;Dentro de España;Actividades deportivas y recreativas;93;52023490,44
2019T3;Dentro de España;Administración pública, impuestos y seg. Social;8411;243402289,11
2019T3;Dentro de España;Agencias de viajes y operadores turísticos;7911 + 7912;556245423,55
2019T3;Dentro de España;Alquiler de aeronaves;7735;269806,2
2019T3;Dentro de España;Alquiler de automóviles;7711;24675318,63
2019T3;Dentro de España;Alquiler de efectos personales y enseres domésticos;7729;0
2019T3;Dentro de España;Alquiler de medios de navegación;7734;2169296,53
2019T3;Dentro de España;Arquitectura e ingeniería;7111;1891522,31
2019T3;Dentro de España;Artículos de regalo;4778;29893425,05
2019T3;Dentro de España;Artículos médicos y ortopédicos;4774;0
2019T3;Dentro de España;Asociacionismo y beneficencia;94;16143672,76
2019T3;Dentro de España;Bebidas;4725;1674812,38
2019T3;Dentro de España;Bibliotecas, museos y patrimonio cultural;91;5647041,86
2019T3;Dentro de España;Bienes de segunda mano;4779;0
2019T3;Dentro de España;Calzado y artículos de cuero;4772;20417427,16
2019T3;Dentro de España;Carburantes para automoción;4730;85679709,77
2019T3;Dentro de España;Componentes y equipos electrónicos;4652;0
2019T3;Dentro de España;Construcción de inmuebles y obras de ingeniería civil;41;0
2019T3;Dentro de España;Descargas de aplicaciones y contenidos y otros servicios de gestión;6312 + 6920;0
2019T3;Dentro de España;Discos, libros, periódicos y papelería;4761 + 4763;66691620,73
2019T3;Dentro de España;Educación;85;139891631,11
2019T3;Dentro de España;Electrodomésticos,  imagen y sonido;4743+4754;133981982,01
2019T3;Dentro de España;Energía eléctrica, gas, vapor y aire acondicionado;35;60460117,49
2019T3;Dentro de España;Ensayos y análisis técnicos;7120;0
2019T3;Dentro de España;Equipos de telecomunicaciones y recargas telefónicas;61 + 4742;67138565,63
2019T3;Dentro de España;Equipos y mobiliario de oficina;4665+4666;0
2019T3;Dentro de España;Espectáculos artísticos, deportivos y recreativos;90 + 7990;205326466,46
2019T3;Dentro de España;Ferretería, pinturas y vidrio;4674 + 4752;25012835,91
2019T3;Dentro de España;Floristerías;4622;2169,98
2019T3;Dentro de España;Galerías de arte comerciales;470069;18792585,28
2019T3;Dentro de España;Grandes almacenes;4719;24325740,13
2019T3;Dentro de España;Hipermercados, supermercados y tiendas de alimentación;4711;122602799,64
2019T3;Dentro de España;Hoteles  y alojamientos similares;5510;78204382,07
2019T3;Dentro de España;Instalaciones de edificios y obras;43;0
2019T3;Dentro de España;Intermediación financiera;6419 + 6619;128827763,05
2019T3;Dentro de España;Intermediarios de comercio;4617;0
2019T3;Dentro de España;Juegos de azar y apuestas;92;105184434,83
2019T3;Dentro de España;Juguetes y artículos de deporte;4764 + 4765;54679660,64
2019T3;Dentro de España;Lavanderías y tintorerías;9601;81151,34
2019T3;Dentro de España;Madera, materiales de construcción y aparatos sanitarios;4673;0
2019T3;Dentro de España;Manipulación y depósito de mercancías;5224 + 5210;0
2019T3;Dentro de España;Mantenimiento físico corporal;9604;511712,21
2019T3;Dentro de España;Mantenimiento y  reparación de vehículos de motor;4520;11536277,2
2019T3;Dentro de España;Marketing directo;4799;113135633,54
2019T3;Dentro de España;Materias primas y productos semielaborados;4676;0
2019T3;Dentro de España;Metales y minerales metálicos;4672;0
2019T3;Dentro de España;Muebles, iluminación y hogar;4753 + 4759;34501506,88
2019T3;Dentro de España;Óptica, fotografía y precisión;470083;13008044,52
2019T3;Dentro de España;Ordenadores y programas informáticos;4651 + 4741;19938629,47
2019T3;Dentro de España;Otra reparación;9529;0
2019T3;Dentro de España;Otro comercio especializado en alimentación;4729;0
2019T3;Dentro de España;Otro comercio no especializado;4690;0
2019T3;Dentro de España;Otros;-;123227596,87
2019T3;Dentro de España;Otros artículos de uso doméstico;4649;0
2019T3;Dentro de España;Otros servicios personales;9609;730327,31
2019T3;Dentro de España;Panadería, confitería y pastelería;4724;238091,8
2019T3;Dentro de España;Parques de atracciones y parques temáticos;9321;10799904,35
2019T3;Dentro de España;Peluquería y tratamientos de belleza;9602;9267539,8
2019T3;Dentro de España;Perfumería, cosméticos y artículos de tocador;4775;33366400,74
2019T3;Dentro de España;Pompas fúnebres;9603;290053,31
2019T3;Dentro de España;Prendas de vestir;4771;155000916,56
2019T3;Dentro de España;Productos de tabaco;4726;316937,88
2019T3;Dentro de España;Productos farmacéuticos;4646 + 4773;43901807,44
2019T3;Dentro de España;Productos químicos;4675;0
2019T3;Dentro de España;Publicidad;7311;82097006,92
2019T3;Dentro de España;Relojería, joyería y platería;4648+ 4777;5633517,84
2019T3;Dentro de España;Reparación de aparatos domésticos eléctricos;9521;0
2019T3;Dentro de España;Reparación de calzado y otros artículos de cuero;9523;82598,52
2019T3;Dentro de España;Repuestos y accesorios de vehículos de motor;4532;23301853,95
2019T3;Dentro de España;Restaurantes;5610;62506336,57
2019T3;Dentro de España;Seguros y planes de pensiones;6512;94386522,19
2019T3;Dentro de España;Selección y colocación de personal;7810;0
2019T3;Dentro de España;Semillas, flores, plantas y animales de compañía;4776;16315894,41
2019T3;Dentro de España;Servicios auxiliares a la intermediación financiera;6610;26005549,16
2019T3;Dentro de España;Servicios de  jardinería;8130;0
2019T3;Dentro de España;Servicios de fotografía y reprografía;7420+ 8219;0
2019T3;Dentro de España;Servicios de investigación;8030;0
2019T3;Dentro de España;Servicios de limpieza;8121;0
2019T3;Dentro de España;Servicios informáticos;6209;0
2019T3;Dentro de España;Servicios inmobiliarios;6820;7525792,8
2019T3;Dentro de España;Servicios postales y paquetería;5310;208514,64
2019T3;Dentro de España;Servicios sanitarios;86;5489315,43
2019T3;Dentro de España;Servicios sociales;88;0
2019T3;Dentro de España;Servicios veterinarios;75;0
2019T3;Dentro de España;Suscripción canales tv;6020;52176070,52
2019T3;Dentro de España;Transporte aéreo;5110;213062040,58
2019T3;Dentro de España;Transporte marítimo;5010;27901909,91
2019T3;Dentro de España;Transporte terrestre de mercancias;4941;2704070,1
2019T3;Dentro de España;Transporte terrestre de viajeros;4931 +4933 + 4939;207038336,43
2019T3;Dentro de España;Vehículos de motor;4511;0
2019T3;Dentro de España;Ventas genéricas por internet;4791;89236977,16
2019T3;Desde el exterior con España;Actividades anexas al transporte;5221 + 5223;2105623,71
2019T3;Desde el exterior con España;Actividades cinematográficas y de vídeo;5917 + 7722;76435228,25
2019T3;Desde el exterior con España;Actividades deportivas y recreativas;93;6213505,2
2019T3;Desde el exterior con España;Administración pública, impuestos y seg. Social;8411;18563492,21
2019T3;Desde el exterior con España;Agencias de viajes y operadores turísticos;7911 + 7912;1270228382,5
2019T3;Desde el exterior con España;Alquiler de aeronaves;7735;3119
2019T3;Desde el exterior con España;Alquiler de automóviles;7711;74379896,88
2019T3;Desde el exterior con España;Alquiler de efectos personales y enseres domésticos;7729;0
2019T3;Desde el exterior con España;Alquiler de medios de navegación;7734;4297482,45
2019T3;Desde el exterior con España;Arquitectura e ingeniería;7111;415040,62
2019T3;Desde el exterior con España;Artículos de regalo;4778;9548432,5
2019T3;Desde el exterior con España;Artículos médicos y ortopédicos;4774;0
2019T3;Desde el exterior con España;Asociacionismo y beneficencia;94;242996,96
2019T3;Desde el exterior con España;Bebidas;4725;28994,09
2019T3;Desde el exterior con España;Bibliotecas, museos y patrimonio cultural;91;7907449,1
2019T3;Desde el exterior con España;Bienes de segunda mano;4779;0
2019T3;Desde el exterior con España;Calzado y artículos de cuero;4772;7237800,19
2019T3;Desde el exterior con España;Carburantes para automoción;4730;6286608,1
2019T3;Desde el exterior con España;Componentes y equipos electrónicos;4652;0
2019T3;Desde el exterior con España;Construcción de inmuebles y obras de ingeniería civil;41;0
2019T3;Desde el exterior con España;Descargas de aplicaciones y contenidos y otros servicios de gestión;6312 + 6920;0
2019T3;Desde el exterior con España;Discos, libros, periódicos y papelería;4761 + 4763;5669750,48
2019T3;Desde el exterior con España;Educación;85;55388621,87
2019T3;Desde el exterior con España;Electrodomésticos,  imagen y sonido;4743+4754;15649485,86
2019T3;Desde el exterior con España;Energía eléctrica, gas, vapor y aire acondicionado;35;504637,97
2019T3;Desde el exterior con España;Ensayos y análisis técnicos;7120;0
2019T3;Desde el exterior con España;Equipos de telecomunicaciones y recargas telefónicas;61 + 4742;5981781,31
2019T3;Desde el exterior con España;Equipos y mobiliario de oficina;4665+4666;0
2019T3;Desde el exterior con España;Espectáculos artísticos, deportivos y recreativos;90 + 7990;6090615,68
2019T3;Desde el exterior con España;Ferretería, pinturas y vidrio;4674 + 4752;7349237,66
2019T3;Desde el exterior con España;Floristerías;4622;0
2019T3;Desde el exterior con España;Galerías de arte comerciales;470069;9703991,39
2019T3;Desde el exterior con España;Grandes almacenes;4719;3318023,54
2019T3;Desde el exterior con España;Hipermercados, supermercados y tiendas de alimentación;4711;12322200,95
2019T3;Desde el exterior con España;Hoteles  y alojamientos similares;5510;225602268,3
2019T3;Desde el exterior con España;Instalaciones de edificios y obras;43;0
2019T3;Desde el exterior con España;Intermediación financiera;6419 + 6619;2488232,51
2019T3;Desde el exterior con España;Intermediarios de comercio;4617;0
2019T3;Desde el exterior con España;Juegos de azar y apuestas;92;29909094,73
2019T3;Desde el exterior con España;Juguetes y artículos de deporte;4764 + 4765;15736942,86
2019T3;Desde el exterior con España;Lavanderías y tintorerías;9601;14159,44
2019T3;Desde el exterior con España;Madera, materiales de construcción y aparatos sanitarios;4673;0
2019T3;Desde el exterior con España;Manipulación y depósito de mercancías;5224 + 5210;0
2019T3;Desde el exterior con España;Mantenimiento físico corporal;9604;1010607,74
2019T3;Desde el exterior con España;Mantenimiento y  reparación de vehículos de motor;4520;4348888,2
2019T3;Desde el exterior con España;Marketing directo;4799;47951997,9
2019T3;Desde el exterior con España;Materias primas y productos semielaborados;4676;0
2019T3;Desde el exterior con España;Metales y minerales metálicos;4672;0
2019T3;Desde el exterior con España;Muebles, iluminación y hogar;4753 + 4759;764640,44
2019T3;Desde el exterior con España;Óptica, fotografía y precisión;470083;4390057,16
2019T3;Desde el exterior con España;Ordenadores y programas informáticos;4651 + 4741;10043243,76
2019T3;Desde el exterior con España;Otra reparación;9529;0
2019T3;Desde el exterior con España;Otro comercio especializado en alimentación;4729;0
2019T3;Desde el exterior con España;Otro comercio no especializado;4690;0
2019T3;Desde el exterior con España;Otros;-;225408132,1
2019T3;Desde el exterior con España;Otros artículos de uso doméstico;4649;0
2019T3;Desde el exterior con España;Otros servicios personales;9609;3418762,27
2019T3;Desde el exterior con España;Panadería, confitería y pastelería;4724;6103,49
2019T3;Desde el exterior con España;Parques de atracciones y parques temáticos;9321;7906539,83
2019T3;Desde el exterior con España;Peluquería y tratamientos de belleza;9602;361330,01
2019T3;Desde el exterior con España;Perfumería, cosméticos y artículos de tocador;4775;9931294,61
2019T3;Desde el exterior con España;Pompas fúnebres;9603;33789,38
2019T3;Desde el exterior con España;Prendas de vestir;4771;107411889,31
2019T3;Desde el exterior con España;Productos de tabaco;4726;308361,01
2019T3;Desde el exterior con España;Productos farmacéuticos;4646 + 4773;6958026,1
2019T3;Desde el exterior con España;Productos químicos;4675;0
2019T3;Desde el exterior con España;Publicidad;7311;52453449,54
2019T3;Desde el exterior con España;Relojería, joyería y platería;4648+ 4777;3271932,34
2019T3;Desde el exterior con España;Reparación de aparatos domésticos eléctricos;9521;0
2019T3;Desde el exterior con España;Reparación de calzado y otros artículos de cuero;9523;14013,99
2019T3;Desde el exterior con España;Repuestos y accesorios de vehículos de motor;4532;7771921,23
2019T3;Desde el exterior con España;Restaurantes;5610;10019667,95
2019T3;Desde el exterior con España;Seguros y planes de pensiones;6512;6036469,99
2019T3;Desde el exterior con España;Selección y colocación de personal;7810;0
